StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,block_1_prolific_ID,block_2_check#1_1,block_2_check#2_1,block_2_check#3_1,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,block_2_sf_dn,block_2_nh_dn,block_2_fh_dn,block_2_ph_dn,block_2_att_check,block_2_att_check_5_TEXT,block_2_how_far_1,Q229#1_1,Q231_First Click,Q231_Last Click,Q231_Page Submit,Q231_Click Count,block_2_sf_db,block_2_nh_db,block_2_fh_db,block_2_ph_db,Q237,Q237_5_TEXT,Q238_1,Q218#1_1,Q218#2_1,Q218#3_1,Q220_First Click,Q220_Last Click,Q220_Page Submit,Q220_Click Count,block_2_sf_cn,block_2_nh_cn,block_2_fh_cn,block_2_ph_cn,Q226,Q226_5_TEXT,Q227_1,Q207#1_1,Q207#2_1,Q209_First Click,Q209_Last Click,Q209_Page Submit,Q209_Click Count,block_2_sf_cb,block_2_nh_cb,block_2_fh_cb,block_2_ph_cb,Q215,Q215_5_TEXT,Q216_1,block_3_ease_of_proc,block_3_lang_underst,block_3_life_change,block_3_which_change,block_4_age,block_4_gender,block_4_cons_lib,block_4_english_lang,block_5_hurry,block_5_no_reading,block_5_distracted,block_5_study_about,block_5_seen_this,block_5_influence,block_5_feedback
2022-07-06 04:08:51,2022-07-06 04:17:45,IP Address,86.21.25.203,100,533,True,2022-07-06 04:17:45,R_2uD6hb7fL8DsdPj,,,,,50.8612,-0.1194,anonymous,EN,60fd48bc62789e40103f3636,,,,,,,,,,,,,,,,,,,,,,,,,,,July,14,2022,0,0,60.185,0,I read a really interesting science fiction book today. It is really good and I'm hooked. You should read it. Have you read any books lately? I need some more recommendations.,I am so excited that I am moving today. I am so tired from all the packing but the day is finally here. I can't wait to relax in my nice new house and watch a film. But it will be a while until we have all the furniture and it is decorated how I want it to be.,I have had such a lovely day today. We watched films and played board games. It was so nice to have some quality family time after being away at uni for so long. And the food was also a big bonus.,I have been organising this party for weeks. I can't wait to have everyone round and have a nice catchup with all my friends. It is going to be so good and all the stress will be worth it.,Thursday next week,,5,,,,,,,,,,,,,,Slightly difficult,Understood completely,No,,22,Female,Liberal,Yes,2,2,6,imagination,no,no,no
2022-07-06 04:10:08,2022-07-06 04:17:45,IP Address,82.37.122.209,100,456,True,2022-07-06 04:17:45,R_1Nw6AWzS18cms3w,,,,,51.5409,-2.5623,anonymous,EN,5d6d5eb0cc922200196b5303,June,30,2023,0,0,60.102,0,"I can't imagine doing this at all - I don't like science fiction books and unless I had a personality transplant in the next year I don't think I will suddenly start enjoying sci-fi books. I have learnt that life is too short to read books that you don't enjoy, so I wouldn't be doing this at all. ","This feels unlikely, but if I were to imagine it happening, it would still be within the city that I currently live in. I would love to move to a home that had more space than we currently do, especially as my children become teenagers and I think we will all need more space. I would be in a house that is still close enough to my work for me to be able to walk, but also in a greener area with a bigger garden. ","Technically this wouldn't happen as 30th June next year is a Wednesday and my children would be at school. I suppose I could have a holiday with just myself and my partner, because if it were to be with the rest of the family this would involve taking the children out of school and that isn't something that I would really consider doing. I'd get fined for it for a start! So a holiday on that date would just be with my partner, and I would imagine going to the seaside. ",I hate parties so again this is unlikely to happen but if my partner were to want one I would tolerate it. I would choose to have a barbecue or something outside and in the daytime so people would leave at a reasonable time and it wouldn't go on all night. ,June 30th next year,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately easy,Understood completely,No,,42,Female,Liberal,Yes,Never,Never,Not at all,Ease of imagining the future,No,No,No
2022-07-06 04:11:35,2022-07-06 04:17:48,IP Address,51.146.162.124,100,372,True,2022-07-06 04:17:48,R_3nfxyIhXnmAKsUh,,,,,51.8167,-0.8055,anonymous,EN,5dcef922e25acf0416fd8d0b,June,30,2023,0,0,60.013,0,"I would read the blurp and possibly the first few pages, while drinking a cup of tea. I have not read this genre as of yet so am unsure how much I would have read in one sitting.","Everything at my current house would be packed up, and would slowly begin moving boxes across to my boyfriends property. ","Would spend the day out and about seeing different sights. Would either have dinner or lunch out, or have a takeaway in the evening.","I am not the kind of person who would have a party, or enjoy it, therefore this scenario is near impossible to imagine ",June 30th next year,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly easy,Understood completely,No,,22,Female,Liberal,No,Never,Never,Not at all,How people precieve time,No,No,No
2022-07-06 04:06:29,2022-07-06 04:17:49,IP Address,82.69.47.165,100,679,True,2022-07-06 04:17:50,R_2hrOEa8WgLsXaCt,,,,,51.4964,-0.1224,anonymous,EN,57441f8954636a000d7865ba,,,,,,,,,,,,,,,2023,0,0,60.04,0,I generally don't like science fiction but I have been reading the novels written by HG Wells. I expect I will finish reading all his books next year and I am looking forward to that. ,"I can't see myself moving into a new home next year because of the current economic situation. If I did win or inherit money I would love to move to London next year as that is where I am originally from. Otherwise, I will be staying where I am for the immediate future. ",I don't have any family so I am not sure how to answer this one. If the Covid rates get lower I would love to go on holiday next year but it won't be with family. ,I don't throw parties as I don't really enjoy them and my flat is far too small for gatherings of people. I will probably have a few people over for dinner next year but I would obviously not call that a party. ,Next year,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately difficult,6,No,,46,Female,Liberal,Yes,Never,Never,5,I honestly have no idea. ,No,No,Only that I wasn't sure whether the holiday question was referring to a holiday in the British or American sense of the word so I may have answered that incorrectly. 
2022-07-06 04:10:38,2022-07-06 04:17:50,IP Address,109.146.106.148,100,432,True,2022-07-06 04:17:50,R_UfsTa0xCSrtavi9,,,,,54.9912,-1.5336,anonymous,EN,5cc8460597eba7001990ead8,June,30,2023,0,0,60.112,0,"I still really enjoy reading science fiction books, just as much as I did this time last year. Although I don't get as much time compared to last year, as now I have a little one to look after. ","I'm excited to move in to a new home. Given all the problems I had this time last year, it's a nice welcome relief compared to the hell I used to live in. Plus, this one has a much nicer garden, which was what we really wanted. ","I used to enjoy holidays as a time to relax, but not something I'm able to do as much any more, especially with the the little one to take care of. I'm glad to have brought family actually because it means I get some alone time! ","I love hosting parties. I'm so glad everything has opened up more, and allowed me to hold this great event with my family and friends. I've missed them, and glad I am now allowed more than six people in my house!",June 30th next year,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately easy,6,Yes,Birth of a child,28,Male,Slightly liberal,Yes,Never,Never,2,future thoughts,no,no,interesting concept
2022-07-06 04:10:59,2022-07-06 04:17:56,IP Address,92.7.145.134,100,416,True,2022-07-06 04:17:56,R_1ieeJTHS7M9bP3k,,,,,51.5145,0.0706,anonymous,EN,5a4937631950a80001e7d0e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,60.11,0,"I am reading a really interesting book about the future of science fiction, there are lots of aliens who will live on the earth and it has really opened my eyes.","I will be packing up and making sure I have everything, making lists of addresses I need to change on my banking details and texting my friends to see if they are available to help.","I am going to Conrwall with my family, I will feel very excited and will make sure I've planned a whole agenda of fun things to do.","I am having an engagement party at my home, it has taken a lot of planning and will have over 30 people there. I will have lots of food and a barman serving cocktails.",Next week,,6,Slightly difficult,6,No,,32,Female,Conservative,Yes,Never,Never,2,How I imagine events next week,No ,Thinking about the future for 60 seconds made me picture myself there more fully,
2022-07-06 04:10:36,2022-07-06 04:17:58,IP Address,188.221.105.222,100,441,True,2022-07-06 04:17:58,R_28UOJ6RWCHtqVbC,,,,,53.8096,-1.4426,anonymous,EN,555a3e90fdf99b10ecc8713a,,,,,,,,,,,,,,,2023,0,0,61.057,0,"I don't think this is something that I will do, as I don't have time to read and if I did a science fiction book would not be my first choice as I don't like science fiction at all, books or movies",I moved into a new home last year so this isn't my focus.  My focus is already making my new home as nice as it can be and I am always looking to improve it and spend some money each month on making my house a home. ,"I would really like to think that I will be going on at least two holidays next year, but these will be with my friends rather than my family.  I will go with my partner but we're not married.  My immediate family are too old to really travel abroad.  I will enjoy a holiday with friends or just with my partner. ",This is something that I already do a lot.  I have a close circle of friends who all live locally.  My house is set out to be a party house as I have a really large kitchen which leads to outside.  I enjoy planning a party and considering what food to provide and making the house ready for a party.  The parties are always really enjoyed by everyone.  ,Next year,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extremely easy,Understood completely,No,,43,Female,"Moderate, middle of the road",Yes,Never,Never,Not at all,How people think about different events in the future. ,No,No,"No, it was interesting to think about what might happen next year. "
2022-07-06 04:07:41,2022-07-06 04:17:59,IP Address,90.255.161.109,100,618,True,2022-07-06 04:18:00,R_2ahJ0s9Le1WcLMT,,,,,51.7639,-0.2236,anonymous,EN,5b2bd649ed66460001e86e39,,,,,,,,,,,,,,,2023,0,0,60.07,0,"I do not really enjoy sci-fi so this is not something that interests or appeals to me, it is very unlikely to happen sadly.",This really excites me and I am planning to purchase my very first home within the next 12 months so the idea of moving makes me feel happy and feels very likely to happen to. It will be such an enjoyable and memorable time for our famiy.,"After not going on holiday for almost three years this is really exciting and I would love to take my son on his first holiday abroad, it's an exciting time and something to really look forward to. This is very likely to happen and it makes me feel joyful.","I love the idea of a party, it is highly likely to happen as we are going to purchase our first home. It will be nice to have something to look forward to and I love planning ahead so would be great to enjoy quality time with others and celebrate at our home.",Next year,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extremely easy,Understood completely,Yes,getting married,30,Female,"Moderate, middle of the road",Yes,Never,Never,Not at all,I think it was about people's emotions with events and time,no,no,no
2022-07-06 04:12:12,2022-07-06 04:18:09,IP Address,82.22.101.249,100,357,True,2022-07-06 04:18:09,R_3KHoWTvVmMaC42q,,,,,50.9161,-1.0056,anonymous,EN,6175d64a5611830ef394c1a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,60.011,0,"I will sit in my bed and read the book, possibly discuss what the book is about with my partner and look up some further details about the text",Would need to fit it around my plans I have or cancel on my friends/move work shifts in order to move my belongings around,Would be nice weather and need to contact uni to change my work shifts or cancel them completely in order to go on this holiday,"Would invite lots of my friends to mine and go to the shops with them to buy drinks and snacks, make sure my speaker was charged and my house was clean",Next week,,2,Slightly easy,3,No,,18,Male,Very liberal,Yes,2,2,2,Future events and our ability to visualise them,n/a,n/a,
2022-07-06 04:06:41,2022-07-06 04:18:16,IP Address,82.24.117.73,100,695,True,2022-07-06 04:18:17,R_sj5gAwTrm6SFDiN,,,,,52.5189,-1.9189,anonymous,EN,5f21fd432f24890008302531,,,,,,,,,,,,,,,,,,,,,,,,,,,July,14,2022,0,0,60.112,0,"The likelihood of this happening is very low, I do not own any science fiction books. Nowadays I prefer to listen to audiobooks rather than read a real book, which is considered blasphemy by some but I am too busy.","I have a new house lined up actually, but moving in next Thursday is very unlikely to happen. It's pegged for the end of this month. I've been looking forward to it for a long time, but I am afraid of the financial responsibility.","Unlikely as there is nothing to celebrate, however I will be getting ready for a gathering for my grandparents anniversary on the Friday. It will be all weekend, one year we did actually go away for a week and it was really nice, but this won't happen next week.","This will not happen, I am currently staying with my parents while my new house finishes being built. Therefore I cannot have any parties.",Thursday next week,,0,,,,,,,,,,,,,,Moderately easy,5,No,,32,Male,Slightly conservative,Yes,2,2,Not at all,"I suppose it was about how easy it would be to put yourself into hypothetical scenarios, the closer the time the easier it was to say with certainty what would happen however if it was much further in the future it would be more outlandish and perhaps more idealistic.",No,No,No
2022-07-06 04:09:39,2022-07-06 04:18:20,IP Address,82.25.254.231,100,521,True,2022-07-06 04:18:20,R_3G0Qmq8z6LrNAO1,,,,,52.6513,-1.0876,anonymous,EN,5afaa73457516b0001416411,,,,,,,,,,,,,,,,,,,,,,,,,,,July,14,2022,0,0,60.114,0,"As I love reading all sorts of fiction books, I would take some time to get comfortable and grab a good book to relax with. Science fiction would keep my attention after a long week.",Moving home very close to the weekend would make me very enthusiastic and excited for the process. I would be packing boxes in to the vehicle and making note of where everything is being placed so that I can find it later.,I'm very excited to go on holiday this year and will be racing out the door to travel. The sun is shining and we are ready to go! Bags are packed and being put in to the car. Doors and windows are being double checked and making sure everything is left turned off. The journey is pleasant and we are heading to the beach straight away.,"It's been a long week and we are looking forward to a night full of fun. We are celebrating multiple occasions and celebrations this evening and can't wait to get started. The music is joyous and everyone is having a good time. The food is plentiful and scrumptious, with the drinks flowing and the dancing just about to start.",Thursday next week,,4,,,,,,,,,,,,,,Moderately easy,Understood completely,No,,35,Female,"Moderate, middle of the road",Yes,Never,Never,Not at all,The human imagination and ability to plan ahead perhaps.,No,No,No
2022-07-06 04:09:45,2022-07-06 04:18:20,IP Address,81.141.134.124,100,515,True,2022-07-06 04:18:21,R_6GybNPG3xYwCpxf,,,,,51.573,-1.8556,anonymous,EN,5eb331bc1f70081249e6fb7a,,,,,,,,,,,,,,,,,,,,,,,,,,,July,14,2022,0,0,60.137,0,I've borrowed a scifi book from my friend in order to relax before sleep. Hopefully I am really enjoying it and not falling asleep with my reading glasses on!,I'd be excited and also overwhelmed. I'd have a million things to be thinking about and be worried I'd forget something.,This would be effort but probably quite enjoyable. I'd have to be on good behaviour but I would actually end up having a really good time.,"This idea just causes me stress. Three people know where I live, and I would love to be the kind of person that would just nonchalantly throw a party, but I'm not. I'd be in a state of severe anxiety.",Thursday next week,,13,,,,,,,,,,,,,,Extremely difficult,3,No,,47,Female,Very liberal,Yes,Never,Never,Not at all,I have no idea,No,Obviously projecting myself into the future and then being asked to have an opinion about a different future could have made it harder than if I hadn't done the 1st imqagining task.,I didn't fully understand the brief. That could have had more detail - I mean I'm not planning to move house on Thursday!
2022-07-06 04:04:49,2022-07-06 04:18:24,IP Address,157.231.54.32,100,815,True,2022-07-06 04:18:24,R_3ff3Q6VkNIZ45OI,,,,,52.75,-1.3678,anonymous,EN,614a2176faaca1cdaf63c25b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,61.033,0,"I have started reading a new book in the evenings, it's not my usual genre but I'm quite enjoying it. It's very interesting and has helped me wind down before bed. ",I'm very excited to move house but the packing is stressing me out! I didn't realise how much stuff has accumulated in this house. I think I need to do a big sort out as I don't really need to take all of this with me.,We are going on holiday on Sunday! We haven't been away for 4 years so it's very much needed. This will be the first time we're taking the 3 year old away and I know he's going to be so excited. I can't wait to experience it with him. ,"I'm looking forward to the party at ours. It's lovely when we all get together for good food and drinks. I can't wait to see everyone, I'm just not looking forward to the clean up the next day!",Next week,,0,Moderately easy,6,No,,32,Female,Slightly liberal,Yes,Never,Never,Not at all,Use of language ,No,No,No
2022-07-06 04:13:00,2022-07-06 04:18:24,IP Address,193.28.37.164,100,323,True,2022-07-06 04:18:24,R_28SffTtMyN3VHys,,,,,53.3793,-1.4602,anonymous,EN,627e7b198fe6c25a3071db68,,,,,,,,,,,,,,,2023,0,0,61.029,0,"the books will contain lots of use of technology, more so than we have in current sci fi books because technology has advanced.",i will be moving into a nice new studio flat by myself in order to be closer to my new job.,we will all be going on holiday abroad to somewhere hot because we have not been on holiday in years.,i will be able to host parties more for my friends as i will have moved in to my new flat and will be living alone.,Next year,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately easy,5,No,,21,Female,Liberal,Yes,2,Never,3,looking toward the future,no,no,n/a
2022-07-06 04:12:07,2022-07-06 04:18:27,IP Address,86.23.162.141,100,379,True,2022-07-06 04:18:27,R_3eaX8ZzPRLM2jwO,,,,,53.7287,-2.6559,anonymous,EN,5de380cd81d82138a5988448,,,,,,,,,,,,,,,2023,0,0,60.154,0,i read becky chambers new book. it was finally  out and it wrapped the series up. I loved the way the characters came together,we're moved into a 4 bed house so we could have another baby. she came along and it was great that sylvia had a new sister to play with,we went down to the caravan again with the Wells. a fantastic weekend where we did everything we did the first time we went. though it wasn't as hot,it was max's 30 so we had a big party with everyone coming even great aunt edna. there was lots of dancing and food too with everyone  abit drunk,Next year,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly difficult,6,Yes,new job,35,Male,Liberal,Yes,2,2,Not at all,,,,
2022-07-06 04:09:26,2022-07-06 04:18:37,IP Address,82.26.86.88,100,551,True,2022-07-06 04:18:38,R_1BRC1wULiIG3oY5,,,,,50.7321,-3.53,anonymous,EN,5c321ebf6558270001bd79aa,June,30,2023,0,0,60.013,0,It's possible that I could be reading a kindle book that is science fiction then so yes I can easily imagine it.,That feels very unlikely considering the economic situation at the moment with inflation and house prices very high and job security low.,My birthday is on june 22nd and I like to take the week off and go for a holiday with my partner for a week so this is possible.,I don't like holding parties at my home so I cant imagine a scenario where this is a thing I am willing to do.,June 30th next year,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly easy,6,No,,42,Male,Liberal,No,Never,Never,Not at all,I don't know after reading the follow up questions,I've done similar tasks on prolific where they ask what your perception of what the future will look like yes.,no,no
2022-07-06 04:11:48,2022-07-06 04:18:38,IP Address,31.205.14.152,100,409,True,2022-07-06 04:18:39,R_cLOsurYQGIdZPQR,,,,,53.4467,-2.225,anonymous,EN,5e3d857264d5e6000dd34f3e,,,,,,,,,,,,,,,2023,0,0,60.204,0,"Finding a new book that I enjoy and like to read, exciting and interesting with new facts and figures too","Exciting, a new chapter but also stressful and time consuming. Expensive but worth it in the end and will be a good thing ","Fun, spending time together, doing different activities, eating nice and tasty food, doing fun things. Going to the beach and swimming in the sea ","Exciting, but also stressful, spending time with friends, food, new house, new clothes. Music and nice food, decorations, messy to tidy up ",Next year,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly easy,6,Yes,Moving house and starting a new job ,24,Female,Liberal,Yes,2,Never,2,,,,
2022-07-06 04:00:24,2022-07-06 04:18:39,IP Address,82.45.114.59,100,1094,True,2022-07-06 04:18:39,R_xgBqi9XpD7dRnzz,,,,,51.3873,-0.1596,anonymous,EN,5b7e7de287d85f0001bac19a,June,30,2023,0,0,60.116,0,I don't read science fiction often but if I do it has to be by a quality author like H G Wells or Philip K Dick. I would only mention this to a relative/friend if I either hated or loved the book.,"I would love this, I would be telling my children how happy and exited I was and all my plans for my new home. The new carpets and curtains and that kind of thing, plus how I would finally feel settled and secure and could help my adult children more with financial help.","Would really love this but it will never happen. They would not want me to go on holiday with them.They would let me stay in an emergency, I hope! but that is it.","This also will not happen, I have never had a party in my life, even as a child, for reasons which are personal. Might have a party elsewhere, but not likely.",June 30th next year,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extremely easy,Understood completely,No,,71,Female,"Moderate, middle of the road",Yes,Never,Never,Not at all,Not sure,No,No,I don't think I am an average person.
2022-07-06 04:08:22,2022-07-06 04:18:48,IP Address,92.233.232.58,100,625,True,2022-07-06 04:18:48,R_UARkIqeVqflLsFH,,,,,56.4806,-2.9358,anonymous,EN,62a1e5773af7588d4579686d,June,30,2023,0,0,60.01,0,"It will be the same as last year, most likely reading my crystalpunk books, while also enjoying the new spelljammer books that have come out several months ago.","Already owning a home, something must've gone tragically wrong on my way to June 30th. Our budget must be tighter than ever and the stress level is through the roof while everyone still has to complete their university course.","A family holiday will still be us relaxing at home together, with us probably even less likely as we have to tighten our budget as we have moved home now.","The new house is probably even more cramped than before, so only a small relaxed party will have to occur, with only close friends and family coming.",June 30th next year,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly easy,Understood completely,Yes,My sister going to university.,21,Male,Slightly liberal,Yes,Never,Never,2,Imagining my life in the future.,No.,"The question about moving home influenced the question on a party I would have at home, assuming these were both supposed to be true.",No.
2022-07-06 04:06:15,2022-07-06 04:18:50,IP Address,80.44.68.74,100,755,True,2022-07-06 04:18:51,R_31AAT27eueyFuee,,,,,55.8227,-4.2927,anonymous,EN,5dd11ee349f6071aef4519bb,,,,,,,,,,,,,,,,,,,,,,,,,,,July,14,2022,0,0,60.025,0,Look forward to a book about the future.  It is not unusual for SiFi to be the lead on what is going to happen in the future.  This would bring me pleasure as it gives ideas as to what could be possible and makes me think of how I could make things now that help people in the future.,Excited and apprehensive.  Need to think of how to pack things up to make the move easier when it comes to unpacking the goods at the new house.,"This would make me excited as it would be the 1st big holiday in a number of years.  That said dependent on what family members are there might be challenging.  One person in particular needs a good ""kicking"".","What food do I need to prepare, also the music I need to pick out. Drink choice is easy the other two are harder due to some of my friends being really good cooks (one is a chef) and their tastes in music vary.  Overall it would be a good experience.",Thursday next week,,5,,,,,,,,,,,,,,Moderately easy,6,No,,54,Male,Slightly conservative,Yes,Never,Never,Not at all,"this is the $1,000,000 question - I have no idea.",no,clearly reading what I had to do at the beginning of the study determined what I had to do for the study.,no
2022-07-06 04:12:03,2022-07-06 04:18:51,IP Address,87.75.141.34,100,408,True,2022-07-06 04:18:52,R_We3iRllv4uRdC13,,,,,53.4462,-2.107,anonymous,EN,5eb2955b008381000ceeeb29,June,30,2023,0,0,60.006,0,You will be excited to hear that I have started reading Dad's collection of science fiction books. I totally get whey you like them so much!,We are getting the keys at 9 am and then Dad will drive the van to the new house and we will unload all our stuff. I'm so excited to get settled in our new home.,Can't wait to get on the ferry to start our holiday. It's been such a long time since we went abroad. I hope the weather is good,Have had to cancel the party on Thursday. Really disappointed but going to reschedule in July. I hope you can make ir,June 30th next year,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly difficult,Understood completely,No,,54,Female,Slightly liberal,Yes,Sometimes,Never,4,I'm not sure,Not exactly,No,No
2022-07-06 04:08:10,2022-07-06 04:19:00,IP Address,188.222.150.178,100,650,True,2022-07-06 04:19:00,R_3r0rrgT2AvtV2P0,,,,,54.6,-1.55,anonymous,EN,5cdd0f7d9f75db0001411725,,,,,,,,,,,,,,,,,,,,,,,,,,,July,13,2022,0,0,60.027,0,I do not read science fiction books but will choose a book that I like and sit comfortably to read some of it.,bit of a chaotic day unpacking boxes and trying to put everything in it's new place,"we would go to the beach, swim in the sea and then go out for a nice meal in the evening.",the family will come around to mine for a get together. It will be noisy and fun with the grandchildren being here. There will be plenty of food to eat and plenty of drinks and if the weather is nice we will be in the garden.,Next week,,5,,,,,,,,,,,,,,Slightly easy,Understood completely,No,,63,Female,"Moderate, middle of the road",Yes,Never,Never,Not at all,not sure,no,no,no
2022-07-06 04:03:03,2022-07-06 04:19:03,IP Address,144.82.8.249,100,960,True,2022-07-06 04:19:03,R_27KbcrYSMMzhmbO,,,,,51.5245,-0.1567,anonymous,EN,5dcffb851228d90fbe7a2358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,60.113,0,probably didn't want to go you and stayed in to read book after closing my mobile and everythng,oh that would have been a pain. I can't think of that because I don't like moving and I have my own home. So please let now move into a new home next week.,That would have been nice because they live far away from me. It would have been somewhere in the north since it's summer,"why my home when we have decent pubs here in London. But let me describe it a small party with lads playing ps5
",Next week,,11,Extremely easy,Understood completely,No,,30,Male,Slightly conservative,Yes,Never,Never,Not at all,I have no idea but it made me feel sentimental,no,no,thank you
2022-07-06 04:09:10,2022-07-06 04:19:07,IP Address,162.83.125.188,100,596,True,2022-07-06 04:19:07,R_W1fN5lJ4OC7jxi9,,,,,36.9201,-76.2122,anonymous,EN,60c5d92024010fa878d35b25,June,30,2023,0,0,60.023,0,I probably won't be reading a science fiction book no June 30th next year because I'm not a fan of science fiction. Instead I will be reading a good mystery book on my Kindle.,We will not be moving to a new home on June 30th next year because we have paid off the mortgage on this home. We have made many improvements to the home and are very happy about it.,"We could possible be having an early July 4th cookout if the 4th did not work for some of the family. We would gather at the house and have a great deal of food, drinks and fun. The weather would be beautiful.",We might have a party at the house if there was a reason for celebration. We would invite the neighbors and have a lot of tasty food. There would be drinks and lots of funny conversations.,June 30th next year,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately easy,6,No,,67,Female,Conservative,Yes,2,Never,Not at all,Imagining what the future holds.,Never,No,"No, thank you."
2022-07-06 04:10:38,2022-07-06 04:19:07,IP Address,92.233.33.206,100,509,True,2022-07-06 04:19:08,R_3fNMFzYOmkXURlz,,,,,50.7374,-3.4708,anonymous,EN,5c3ee97f6d874c0001bde431,,,,,,,,,,,,,,,,,,,,,,,,,,,July,14,2022,0,0,60.114,0,Reading a book I find very relaxing and enjoy doing. I look forward to when I get a chance to myself next week to indulge in a book without disruptions.  ,I am so excited exciting about moving home next Thursday! I need to arrange for a removal van to come in the morning and I need to ensure that the house is all packed up and cleaned ready for the new owners.,I need to ensure I am fully packed the morning of our holiday and that I also have everything packed for my son. Need passports and tickets and ensure we are ready to leave in plenty of time.,I need to arrange decorations and ensure I have all the food supplies ready to cook and put out next Thursday. Need to confirm the time everyone should attend and that I have an appropriate outfit to wear.,Thursday next week,,17,,,,,,,,,,,,,,Moderately difficult,Not at all,No,,34,Female,Slightly conservative,Yes,Never,Never,Not at all,To see how people imagine the future,No,No,No
2022-07-06 04:13:58,2022-07-06 04:19:09,IP Address,193.61.206.7,100,311,True,2022-07-06 04:19:10,R_UQlfF1nmlaj4rkJ,,,,,51.4863,-0.101,anonymous,EN,615199ae63eeece0cc45f2c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,60.065,0,"I would be sitting on the bus to work reading my kindle, reading Dune that I downloaded from the Amazon library. It would probably be quite boring and I would keep watching tiktok instead",I would be moving into a 2 bed lovely flat with my boyfriend in battersea and we would argue about where to put all of my stuff,"We would be going sailing in greece on a catermaran with our family friends (Jill and Neil), my sisters fiance would be there but my boyfriend would refuse to come",I would invite all my friends from my sports team round for drinks and matt and julia downstairs would start texting me at 9pm to be quiet ,Next week,,1,Moderately easy,3,No,,29,Female,Liberal,Yes,2,Never,2,I have no idea,no,no,it was quite tricky to understand what I was meant to do
2022-07-06 04:10:49,2022-07-06 04:19:15,IP Address,79.73.112.36,100,505,True,2022-07-06 04:19:15,R_3EHhhKTCl2JJf0U,,,,,52.2445,0.7186,anonymous,EN,5e3d27a2e6e96910f09f3aa8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July,2022,0,0,60.024,0,I can imagine reading the book and if I'm completely honest not really enjoying it. I imagine it will be set in the 1950s and feature aspects relating to nuclear power and space.,I can vividly imagine this as I myself am in the process of moving home. I can imagine the feeling of walking through the door with imagery of a fresh start and a blank canvas.,"I can imagine going away with my family to the airport just like old times, going through security, boarding the plane, arriving on the tarmac overseas and a fresh breeze and humidity hitting your face.",To be honest when I think of hosting a party I get nervous as I am terrible at organising. I mainly think of the clean up operation afterwards and that few people will actually be there.,Next week,,1,Moderately easy,6,No,,30,Male,Slightly liberal,Yes,Never,Never,2,People's perceptions on time and how this changed imagery,No,"Yes, I imagine the time scale into the future may have changed my outlook",No. Thanks for the opportunity!
2022-07-06 04:08:54,2022-07-06 04:19:16,IP Address,2.219.194.16,100,622,True,2022-07-06 04:19:17,R_3rO29S1Ar5YsyGo,,,,,51.712,-3.2656,anonymous,EN,5d5d6252654cb0001b1e4fc2,,,,,,,,,,,,,,,2023,0,0,60.118,0,I imagine sitting in bed in the evening with a lamp on and a candle lit while reading and listening to the rain. I think it would be cozy and relaxing.,I imagine packing all of my things and having help from family to move to a new house. I think of what it would be like to leave the house I am currently in. I picture this house empty like when I got the keys initially.,I imagine sitting on the beach or by the pool reading. I imagine going to restaurants to try new foods and having day trips to explore the area. I think we would probably go to a water park for the younger member of the family and the whole holiday would be a lot of fun.,"I imagine having all of my friends over, having some drinks and playing some games listening to music. There might be a theme so everyone would be dressed up. We would probably be celebrating my partner's birthday, or Halloween.",Next year,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderately easy,Understood completely,No,,23,Female,Slightly liberal,Yes,Never,Never,Not at all,Perceptions of future events,No,No,No
