StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q178,Q4#1_1,Q4#2_1,Q4#3_1,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,list_cn,reading_cn,army_cn,clothes_cn,apple_cn,tree_cn,carpeting_cn,house_cn,room_cn,rent_cn,houseplants_cn,door_cn,voting_cn,tree_cn,personality_cn,toothbrusing_cn,test_cn,greeting_cn,temptation_cn,eating_cn,garden_cn,car_cn,cavity_cn,child_cn,doorbell_cn,attention check,attention check_5_TEXT,Q61_1,Q167#1_1,Q167#2_1,Q167#3_1,Q73_First Click,Q73_Last Click,Q73_Page Submit,Q73_Click Count,list_dn,reading_dn,army_dn,clothes_dn,apple_dn,tree_dn,carpeting_dn,house_dn,room_dn,rent_dn,houseplants_dn,door_dn,voting_dn,tree_dn,personality_dn,toothbrushing_dn,test_dn,greeting_dn,temptation_dn,eathing_dn,garden_dn,car_dn,cavity_dn,child_dn,doorbell_dn,Q101,Q101_5_TEXT,Q102_1,Q117#1_1,Q117#2_1,Q119_First Click,Q119_Last Click,Q119_Page Submit,Q119_Click Count,list_cb,reading_cb,army_cb,clothes_cb,apple_cb,tree_cb,carpeting_cb,house_cb,room_cb,rent_cb,houseplants_cb,door_cb,voting_cb,tree_cb,presonality_cb,toothbrushing_cb,test_cb,greeting_cb,temptation_cb,eating_cb,garden_cb,travelling_cb,cavity_cb,child_cb,doorbell_cb,Q147,Q147_5_TEXT,Q148_1,Q165#1_1,Q152_First Click,Q152_Last Click,Q152_Page Submit,Q152_Click Count,list_db,reading_db,army_db,clothes_db,apple_db,tree_db,carpeting_db,house_db,room_db,rent_db,houseplants_db,door_db,voting_db,tree_db,personality_db,toothbrushing_db,test_db,greeting_db,temptation_db,eating_db,garden_db,car_db,cavity_db,child_db,doorbell_db,Q180,Q180_5_TEXT,Q181_1,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q44_9,Q46,Q47,Q48,Q62,Q171,Q173,Q176,Q177,Q49,Q52,Q63,Q56,Q58,Q59,Q60
2022-05-20 02:02:12,2022-05-20 02:08:57,IP Address,131.150.1.31,100,405,True,2022-05-20 02:08:58,R_2ZZUNtGZ8dP3TOP,,,,,46.5778,-87.4552,anonymous,EN,6175086723cc88b9d5824c57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,60.011,0,Getting organized,Following lines of print,Signing up,Removing odors from clothes,Pulling an apple off a branch,Getting firewood,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Getting a good view,Answering questions,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Getting nutrition,Planting seeds,Seeing the countryside,Going to the dentist,Teaching a child something,Seeing if someones home,Other (please specify),June 31st next year,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,6,Very much so,4,Not at all,Very much so,5,5,3,Slightly easy,Understood completely,Yes,Moving,22,Female,"Moderate, middle of the road",Yes,Never,Never,Not at all,To see where I saw myself next year in June ,No,No,No
2022-05-20 01:57:55,2022-05-20 02:09:08,IP Address,197.184.182.138,100,672,True,2022-05-20 02:09:09,R_pn1hckiLJ9Pofhn,,,,,-26.3811,27.8376,anonymous,EN,5fb7939c511e0b30e347c1ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,60.069,0,Writing things down,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Getting something to eat,Getting firewood,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Making the room look nice,Securing the house,Influencing the election,Holding on to branches,Revealing what you are like,Preventing tooth decay,Answering questions,Showing friendliness,"Saying ""no""",Getting nutrition,Getting fresh vegetables,Seeing the countryside,Protecting your teeth,Using simple words,Seeing if someones home,June 30th next year,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,3,Not at all,Not at all,5,6,Very much so,3,Moderately easy,5,Yes,I hope to travel abroad and start a new life there,29,Female,"Moderate, middle of the road",Yes,2,Never,Not at all,The study was about analysing human behaviour,No not really,Yes it made me want to imagine and work on the life I want to see next year,No nothing at all
2022-05-20 02:02:08,2022-05-20 02:09:14,IP Address,93.156.81.237,100,425,True,2022-05-20 02:09:14,R_3nrbhOKSXYC5FLV,,,,,43.5532,-5.9641,anonymous,EN,5ea944c287b415000ce42862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,60.012,0,Getting organized,Gaining knowledge,Helping the Nations defense,Removing odors from clothes,Getting something to eat,Getting firewood,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Making the room look nice,Securing the house,Influencing the election,Getting a good view,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Showing friendliness,Showing moral courage,Getting nutrition,Getting fresh vegetables,Seeing the countryside,Protecting your teeth,Teaching a child something,Seeing if someones home,June 30th next year,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Very much so,Very much so,Not at all,Not at all,5,4,6,Not at all,Extremely easy,Understood completely,No,,47,Male,"Moderate, middle of the road",Yes,Never,Never,Not at all,About my personality,No,Imagining myself on the future. It made me focus on the task,No
2022-05-20 02:03:21,2022-05-20 02:09:20,IP Address,90.221.64.247,100,358,True,2022-05-20 02:09:20,R_0icOQZLSc20pdXb,,,,,51.4866,-3.1549,anonymous,EN,5caa2e430adbf40001d85452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May,2022,0,0,60.023,0,Getting organized,Gaining knowledge,Helping the Nations defense,Removing odors from clothes,Getting something to eat,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Getting a good view,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Showing friendliness,Showing moral courage,Getting nutrition,Planting seeds,Seeing the countryside,Protecting your teeth,Teaching a child something,Seeing if someones home,Next week,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,3,Not at all,6,6,6,Very much so,Moderately easy,Understood completely,No,,56,Male,Slightly conservative,Yes,Never,Never,Not at all,perception,no,no,nothing
2022-05-20 02:03:00,2022-05-20 02:09:28,IP Address,119.197.26.193,100,387,True,2022-05-20 02:09:28,R_325b2SQYkCtBTgs,,,,,37.4987,126.7825,anonymous,EN,5f3e6e0d4a65a7071650e28d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,60.124,0,Writing things down,Gaining knowledge,Signing up,Removing odors from clothes,Pulling an apple off a branch,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Marking a ballot,Holding on to branches,Answering questions,Preventing tooth decay,Showing ones knowledge,Showing friendliness,"Saying ""no""",Getting nutrition,Planting seeds,Following a map,Going to the dentist,Teaching a child something,Moving a finger,June 30th next year,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,4,Not at all,5,4,4,Not at all,Moderately easy,Understood completely,Yes,Receive my doctoral degree. Maybe change job.,39,Male,Liberal,Yes,2,Never,Not at all,Checking whether people put more emphasis on processes or results.,No,No,No
2022-05-20 01:58:12,2022-05-20 02:09:34,IP Address,81.151.137.249,100,681,True,2022-05-20 02:09:34,R_1IPYvfGekwGzWjW,,,,,51.7399,-0.4705,anonymous,EN,5caf8e0cf33a3400174aae35,May,26,2022,0,0,60.131,0,Writing things down,Following lines of print,Signing up,Putting clothes into the machine,Getting something to eat,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Applying brush strokes,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Holding on to branches,Revealing what you are like,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Getting nutrition,Planting seeds,Following a map,Going to the dentist,Using simple words,Seeing if someones home,Thursday next week,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,6,6,Not at all,5,3,6,2,Slightly difficult,6,No,,22,Male,Slightly liberal,Yes,Never,Never,Not at all,Rhinking about a day in the future and seeing how people would describe a given task. ,N/A,N/A,N/A
2022-05-20 02:03:13,2022-05-20 02:09:38,IP Address,86.134.129.208,100,385,True,2022-05-20 02:09:38,R_3EMxNyrNcN7Qgnx,,,,,51.3571,-2.2584,anonymous,EN,607df327cc3ff0fb4656b4d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.03,0,Getting organized,Gaining knowledge,Signing up,Removing odors from clothes,Pulling an apple off a branch,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Applying brush strokes,Writing a check,Watering plants,Securing the house,Marking a ballot,Getting a good view,Revealing what you are like,Moving a brush around in ones mouth,Showing ones knowledge,Saying hello,"Saying ""no""",Chewing and swallowing,Planting seeds,Following a map,Going to the dentist,Teaching a child something,Seeing if someones home,Next year,,7,Very much so,5,Very much so,5,Not at all,Very much so,5,5,Not at all,Moderately easy,Understood completely,Yes,Getting married,40,Female,Conservative,Yes,2,Never,Not at all,Picturing future events,No,No,No
2022-05-20 01:59:26,2022-05-20 02:09:39,IP Address,196.24.191.142,100,612,True,2022-05-20 02:09:39,R_3M4YC4z65UaLLlP,,,,,-34.0486,18.4811,anonymous,EN,609f0b539d4cd74841ffb116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,60.128,0,Getting organized,Gaining knowledge,Signing up,Putting clothes into the machine,Getting something to eat,Getting firewood,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Getting a good view,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Showing friendliness,"Saying ""no""",Chewing and swallowing,Getting fresh vegetables,Seeing the countryside,Protecting your teeth,Using simple words,Seeing if someones home,June 30th next year,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,6,2,4,Not at all,6,4,6,3,Slightly easy,Understood completely,Yes,i will be graduating with honors,20,Female,Slightly conservative,Yes,Never,Never,Not at all,it was interesting,no,"yes, thinking about my future",nope
2022-05-20 02:02:10,2022-05-20 02:09:41,IP Address,78.149.213.218,100,451,True,2022-05-20 02:09:41,R_sLIn9EjwLCXKtIB,,,,,51.5384,-0.039,anonymous,EN,594cd4b6ae4bf7000128a640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.019,0,Writing things down,Following lines of print,Helping the Nations defense,Putting clothes into the machine,Pulling an apple off a branch,Getting firewood,Using a yard stick,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Marking a ballot,Holding on to branches,Revealing what you are like,Preventing tooth decay,Answering questions,Showing friendliness,"Saying ""no""",Getting nutrition,Planting seeds,Seeing the countryside,Protecting your teeth,Teaching a child something,Seeing if someones home,Next year,,12,4,6,Very much so,4,Not at all,Very much so,Very much so,Very much so,Very much so,Extremely easy,Understood completely,Yes,First grandchild ,64,Female,Conservative,Yes,Never,Never,Not at all,How people perceive different tasks and ways of doingbthem,No,No,"No, it was interesting "
2022-05-20 02:02:15,2022-05-20 02:09:44,IP Address,94.10.105.145,100,449,True,2022-05-20 02:09:45,R_3oAaOCJ7Npa9MQc,,,,,55.807,-4.229,anonymous,EN,5a209a6d772bc40001ba087a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,60.758,0,Getting organized,Gaining knowledge,Signing up,Putting clothes into the machine,Getting something to eat,Getting firewood,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Marking a ballot,Holding on to branches,Answering questions,Preventing tooth decay,Showing ones knowledge,Saying hello,"Saying ""no""",Chewing and swallowing,Planting seeds,Seeing the countryside,Going to the dentist,Teaching a child something,Seeing if someones home,June 30th next year,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,4,Very much so,Not at all,Not at all,Very much so,Very much so,6,4,Extremely easy,Understood completely,No,,32,Female,"Moderate, middle of the road",Yes,Never,Never,Not at all,Assessing people thoughts on basic tasks ,,,
2022-05-20 02:03:15,2022-05-20 02:09:45,IP Address,81.154.46.165,100,389,True,2022-05-20 02:09:45,R_re9KLExWfZB6e8p,,,,,51.6216,0.309,anonymous,EN,5d374c1a78b4000001bf04fb,May,26,2022,0,0,60.12,0,Getting organized,Following lines of print,Helping the Nations defense,Putting clothes into the machine,Getting something to eat,Getting firewood,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Getting a good view,Answering questions,Preventing tooth decay,Answering questions,Showing friendliness,"Saying ""no""",Getting nutrition,Planting seeds,Seeing the countryside,Going to the dentist,Using simple words,Moving a finger,Thursday next week,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,5,Not at all,5,2,2,Not at all,Moderately easy,6,No,,20,Female,Slightly conservative,Yes,Never,Never,Not at all,understanding meaning,no,no,no
2022-05-20 02:01:20,2022-05-20 02:09:47,IP Address,148.252.129.159,100,506,True,2022-05-20 02:09:47,R_3g0mJSMBd6djgRD,,,,,51.4964,-0.1224,anonymous,EN,5c570ea7021b8f0001793b72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,60.198,0,Getting organized,Gaining knowledge,Signing up,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Holding on to branches,Revealing what you are like,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Getting nutrition,Planting seeds,Seeing the countryside,Protecting your teeth,Teaching a child something,Seeing if someones home,June 30th next year,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,4,5,Not at all,5,4,4,Not at all,Neither easy nor difficult,Understood completely,No,,27,Female,Liberal,Yes,Never,Never,Not at all,How people see events,No,No ,No
2022-05-20 01:59:28,2022-05-20 02:09:49,IP Address,41.161.80.66,100,620,True,2022-05-20 02:09:49,R_DPqPa52HCos8njb,,,,,-25.8681,25.6532,anonymous,EN,60ba9d25a3e9cd81e0bc2f40,May,26,2022,27.785,46.4,60.027,2,Getting organized,Gaining knowledge,Signing up,Putting clothes into the machine,Getting something to eat,Getting firewood,Using a yard stick,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Making the room look nice,Securing the house,Marking a ballot,Getting a good view,Revealing what you are like,Moving a brush around in ones mouth,Answering questions,Showing friendliness,Showing moral courage,Chewing and swallowing,Planting seeds,Following a map,Going to the dentist,Teaching a child something,Seeing if someones home,Thursday next week,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Very much so,Very much so,6,2,3,3,5,4,Moderately easy,Understood completely,Yes,I want to experience more Breakthroughs and everything just falling into place for me and my family. ,22,Female,Slightly conservative,Yes,2,Never,Not at all,Imagination ,No,Yes make me visualize my tomorrow more. ,"I loved it, I will start planning my life more. "
2022-05-20 02:02:10,2022-05-20 02:09:50,IP Address,86.143.230.164,100,459,True,2022-05-20 02:09:50,R_1k0QqS7iMz5aoIf,,,,,52.3986,-1.9824,anonymous,EN,5a2b023f0a95ab0001dc6928,May,26,2022,59.047,59.047,60.113,1,Writing things down,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Pulling an apple off a branch,Getting firewood,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Holding on to branches,Answering questions,Moving a brush around in ones mouth,Answering questions,Saying hello,"Saying ""no""",Getting nutrition,Planting seeds,Following a map,Going to the dentist,Using simple words,Seeing if someones home,Thursday next week,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,2,6,6,4,3,Moderately easy,Understood completely,No,,44,Female,"Moderate, middle of the road",Yes,Never,Never,2,Decision making ,No,No,Nothing
2022-05-20 02:00:32,2022-05-20 02:09:50,IP Address,86.27.5.159,100,557,True,2022-05-20 02:09:50,R_1lhONcv4rsbJhrM,,,,,52.999,-2.1871,anonymous,EN,60e5868ac61a421238cac7f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,60.016,0,Writing things down,Following lines of print,Helping the Nations defense,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Applying brush strokes,Maintaining a place to live,Watering plants,Putting a key in the lock,Marking a ballot,Holding on to branches,Revealing what you are like,Moving a brush around in ones mouth,Showing ones knowledge,Saying hello,"Saying ""no""",Chewing and swallowing,Planting seeds,Seeing the countryside,Going to the dentist,Using simple words,Moving a finger,June 30th next year,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,Not at all,6,4,5,3,Slightly difficult,4,Yes,Moving house ,36,Female,Slightly conservative,Yes,2,Never,Not at all,The way we think about future events - seeing the bigger picture or not,No,"Thinking about where we’ll be next year - new house, more settled, felt more relaxed. ",No
2022-05-20 02:00:41,2022-05-20 02:09:50,IP Address,92.40.182.195,100,548,True,2022-05-20 02:09:50,R_1IAij8GIdOVQzWL,,,,,51.4964,-0.1224,anonymous,EN,5f146f134d45f104d0fee62c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.02,0,Getting organized,Gaining knowledge,Signing up,Putting clothes into the machine,Getting something to eat,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Holding on to branches,Revealing what you are like,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Getting nutrition,Planting seeds,Following a map,Going to the dentist,Teaching a child something,Seeing if someones home,Next year,,4,4,6,6,3,Not at all,3,5,6,6,Moderately easy,Understood completely,No,,34,Female,Slightly liberal,Yes,Never,Never,Not at all,Whether people think of the action they are taking or the end result of action. Therfore thinking ahead.,No,No,Many of the questions relate to any time not just the future
2022-05-20 02:04:24,2022-05-20 02:09:51,IP Address,86.149.244.71,100,326,True,2022-05-20 02:09:51,R_AomrGPsB7vAbAf7,,,,,51.8441,-2.1582,anonymous,EN,5ced2932539ced0017fbcb29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May,2022,0,0,60.108,0,Getting organized,Gaining knowledge,Signing up,Putting clothes into the machine,Getting something to eat,Wielding an axe,Using a yard stick,Vacuuming the floor,Applying brush strokes,Maintaining a place to live,Watering plants,Putting a key in the lock,Marking a ballot,Holding on to branches,Answering questions,Moving a brush around in ones mouth,Answering questions,Saying hello,Showing moral courage,Getting nutrition,Planting seeds,Seeing the countryside,Going to the dentist,Teaching a child something,Seeing if someones home,Next week,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,Very much so,4,2,6,2,2,Not at all,Moderately easy,Understood completely,No,,25,Female,Liberal,Yes,Never,Never,Not at all,People who view time as near/far may have different thought processes,No,No,
2022-05-20 01:58:15,2022-05-20 02:10:01,IP Address,84.64.82.21,100,706,True,2022-05-20 02:10:02,R_1DzMw2FiWoXMv67,,,,,55.8557,-4.2104,anonymous,EN,614f912081c911867ce6e018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May,2022,0,0,60.02,0,Getting organized,Gaining knowledge,Helping the Nations defense,Putting clothes into the machine,Getting something to eat,Getting firewood,Getting ready to remodel,Showing ones cleanliness,Making the room look fresh,Writing a check,Making the room look nice,Securing the house,Influencing the election,Holding on to branches,Answering questions,Moving a brush around in ones mouth,Answering questions,Saying hello,"Saying ""no""",Getting nutrition,Planting seeds,Seeing the countryside,Going to the dentist,Teaching a child something,Seeing if someones home,Next week,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,6,6,3,6,6,3,3,Slightly easy,6,Yes,Understand things better,55,Female,"Moderate, middle of the road",Yes,Never,Never,3,How you think about things,No,I will think more about my choices,No
2022-05-20 02:03:38,2022-05-20 02:10:03,IP Address,82.132.239.227,100,385,True,2022-05-20 02:10:04,R_1DOuhXKx5D6ADCy,,,,,53.5884,-2.2188,anonymous,EN,5eb57a63699cf609603debd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May,2022,0,0,60.03,0,Getting organized,Gaining knowledge,Signing up,Putting clothes into the machine,Getting something to eat,Getting firewood,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Making the room look nice,Securing the house,Influencing the election,Getting a good view,Revealing what you are like,Preventing tooth decay,Showing ones knowledge,Showing friendliness,"Saying ""no""",Chewing and swallowing,Planting seeds,Seeing the countryside,Going to the dentist,Teaching a child something,Seeing if someones home,Next week,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,Very much so,Not at all,6,4,6,Not at all,Moderately easy,Understood completely,Yes,Retirement,62,Female,Very liberal,Yes,Never,Never,Not at all,Attitude to life,No,Future thinking rather than getting through the day,No
2022-05-20 02:03:14,2022-05-20 02:10:03,IP Address,62.172.88.228,100,409,True,2022-05-20 02:10:04,R_2qyEjcIGkfOt1bB,,,,,51.2967,0.4032,anonymous,EN,5f1c7572104d42506800e9fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,0,0,60.126,0,Getting organized,Following lines of print,Signing up,Putting clothes into the machine,Pulling an apple off a branch,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Writing a check,Watering plants,Securing the house,Marking a ballot,Holding on to branches,Answering questions,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Chewing and swallowing,Planting seeds,Following a map,Going to the dentist,Using simple words,Seeing if someones home,Next year,,13,Very much so,Very much so,Very much so,4,Not at all,Very much so,3,6,6,Extremely easy,Understood completely,No,,33,Female,Slightly liberal,Yes,Never,Never,2,Reactions to statements,No,No,No
2022-05-20 02:03:15,2022-05-20 02:10:08,IP Address,5.69.217.239,100,412,True,2022-05-20 02:10:09,R_2uQG0gv6AoVivbl,,,,,51.5128,-0.0638,anonymous,EN,611d3539d562cb43e6156ed7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,5.791,20.051,60.018,4,Getting organized,Gaining knowledge,Signing up,Putting clothes into the machine,Getting something to eat,Getting firewood,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Putting a key in the lock,Marking a ballot,Getting a good view,Answering questions,Moving a brush around in ones mouth,Answering questions,Saying hello,"Saying ""no""",Chewing and swallowing,Getting fresh vegetables,Following a map,Going to the dentist,Using simple words,Seeing if someones home,June 30th next year,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,Very much so,5,Not at all,5,5,5,2,Moderately easy,Understood completely,No,,27,Male,Slightly liberal,Yes,Sometimes,Never,3,How thinking of the future effects decision making,No,Not really,No
2022-05-20 02:01:31,2022-05-20 02:10:10,IP Address,83.100.231.242,100,518,True,2022-05-20 02:10:10,R_33jt5j95j5cEVYa,,,,,53.7606,-0.3734,anonymous,EN,5d551c8c47bc73001950af8f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,30,2023,0,0,61.662,0,Getting organized,Gaining knowledge,Helping the Nations defense,Removing odors from clothes,Getting something to eat,Getting firewood,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Securing the house,Influencing the election,Getting a good view,Answering questions,Preventing tooth decay,Answering questions,Saying hello,"Saying ""no""",Getting nutrition,Planting seeds,Seeing the countryside,Going to the dentist,Teaching a child something,Seeing if someones home,June 30th next year,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,2,6,6,2,6,3,2,2,Moderately easy,Understood completely,No,,40,Female,Liberal,Yes,2,Never,Not at all,not sure,no,no,no
2022-05-20 02:03:40,2022-05-20 02:10:12,IP Address,90.199.101.126,100,391,True,2022-05-20 02:10:12,R_AjSKZbO3yffWo7L,,,,,51.8613,-0.4656,anonymous,EN,60ddcc052137212419247c3c,May,26,2022,0,0,60.118,0,Getting organized,Gaining knowledge,Signing up,Putting clothes into the machine,Getting something to eat,Wielding an axe,Getting ready to remodel,Vacuuming the floor,Making the room look fresh,Maintaining a place to live,Watering plants,Putting a key in the lock,Marking a ballot,Getting a good view,Answering questions,Moving a brush around in ones mouth,Showing ones knowledge,Saying hello,"Saying ""no""",Chewing and swallowing,Getting fresh vegetables,Seeing the countryside,Going to the dentist,Using simple words,Seeing if someones home,Thursday next week,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Very much so,Very much so,Not at all,Not at all,6,4,Very much so,Not at all,Slightly difficult,Understood completely,No,,34,Female,"Moderate, middle of the road",Yes,Never,Never,Not at all,How people word things differently,No,I do not think so,No
